class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Up,0.739226639,0.755676806,-0.566121399,0.999992847,0.741423905,0.74805063,-0.567003071,0.999997139,0.744534791,0.746333539,-0.5669595,0.999995708,0.747606218,0.744422793,-0.567086458,0.999995828,0.730639875,0.750112116,-0.565591097,0.999996781,0.726742327,0.749700248,-0.565619648,0.999994636,0.722887397,0.749382019,-0.565559208,0.999995589,0.750732005,0.734090507,-0.477366447,0.999986529,0.712753594,0.742761433,-0.472750157,0.999992728,0.744321048,0.752198875,-0.52360642,0.999970436,0.731260478,0.755033493,-0.52234894,0.999962449,0.779964268,0.723711789,-0.329754919,0.999410391,0.680486619,0.734217525,-0.33419019,0.998951674,0.813762546,0.785569191,-0.278915346,0.975325406,0.653759301,0.783155739,-0.288439214,0.989717007,0.801180899,0.849511683,-0.345252603,0.984354615,0.675467372,0.840602279,-0.35382238,0.989029527,0.804162323,0.861850679,-0.387508839,0.971453071,0.669664502,0.855089366,-0.397558391,0.982787788,0.792343736,0.862299562,-0.407665789,0.971894503,0.682610452,0.851266801,-0.413135022,0.982630789,0.789709747,0.85788548,-0.356630832,0.955155253,0.686187327,0.845885456,-0.362811118,0.970979989,0.738889396,0.683266521,0.004304598,0.998198688,0.693262041,0.691532195,-0.004302762,0.999225616,0.781454742,0.744476199,0.181601599,0.150319979,0.698988318,0.755384386,0.15835534,0.365718365,0.739783585,0.748057842,0.480894834,0.106940761,0.701909721,0.750434935,0.471962243,0.216281682,0.733709633,0.753249049,0.511848092,0.09323144,0.69349128,0.746637642,0.50534445,0.156715229,0.749344349,0.774334908,0.494927377,0.177114785,0.699083507,0.77355212,0.4908548,0.243239403
Up,0.73166424,0.766360462,-0.557018042,0.999987006,0.735429347,0.760367215,-0.560759842,0.999989867,0.739118159,0.758641422,-0.56062901,0.999986649,0.742536545,0.756675184,-0.560665965,0.999988794,0.724036872,0.761046588,-0.558229268,0.999989986,0.720186412,0.759931564,-0.558249414,0.999986053,0.716639519,0.758728862,-0.558157384,0.999989986,0.745983779,0.742940605,-0.483686298,0.999949574,0.706997931,0.74668932,-0.473139435,0.999977112,0.739362299,0.762367129,-0.519756734,0.999960661,0.723530352,0.76400584,-0.51667434,0.999960423,0.773348272,0.726415157,-0.334473431,0.998271346,0.679648221,0.731209457,-0.336283177,0.997940838,0.806434631,0.786902249,-0.284577966,0.972693264,0.664340913,0.780964851,-0.277155191,0.95985055,0.802607059,0.852636814,-0.363501877,0.94810766,0.675805569,0.840961874,-0.340766579,0.961158395,0.803865314,0.862167656,-0.411485434,0.91480118,0.670543194,0.85223645,-0.388445675,0.944880784,0.794251144,0.863213062,-0.434954315,0.920035839,0.683149993,0.849440634,-0.411700904,0.944217205,0.792143047,0.859816551,-0.37672013,0.894284546,0.688225627,0.845726013,-0.353104264,0.91351825,0.741657376,0.668577611,0.002161361,0.990314901,0.692974389,0.673409939,-0.002138887,0.99596405,0.78936249,0.7401492,0.133837551,0.138698339,0.681129813,0.746334076,0.111303672,0.325415879,0.781825721,0.779564559,0.408201277,0.185134426,0.688994288,0.755099356,0.403297186,0.324556112,0.777224839,0.779903531,0.433972865,0.153521031,0.691625297,0.751532733,0.432720184,0.245634764,0.785439789,0.812647521,0.383917868,0.294772744,0.697979629,0.783017218,0.392054081,0.405453533
Up,0.72480619,0.755367398,-0.632514536,0.999960423,0.729309678,0.748936534,-0.637280166,0.999964237,0.733546138,0.74720794,-0.637158096,0.999953389,0.737593174,0.745570719,-0.637236178,0.9999578,0.718506515,0.750285745,-0.637001157,0.999966383,0.71516645,0.749039352,-0.637023628,0.99995482,0.711907566,0.748147607,-0.636909842,0.999966741,0.742880642,0.732827783,-0.559564233,0.999818385,0.703552544,0.73667872,-0.559033811,0.999927282,0.731031716,0.748586476,-0.59424746,0.999930263,0.717004478,0.749460161,-0.593998313,0.999936581,0.769984603,0.721997321,-0.386909097,0.997163713,0.678936601,0.727059186,-0.406541914,0.995924354,0.787427783,0.787820935,-0.350792885,0.976594388,0.678344131,0.78099376,-0.348677248,0.938526928,0.796593785,0.857030511,-0.437377423,0.980875969,0.682563841,0.84135592,-0.386618912,0.959009767,0.800872505,0.865143478,-0.488315493,0.968248308,0.673963666,0.85451901,-0.434694201,0.939227581,0.792207778,0.86789912,-0.510643065,0.969372809,0.683857918,0.852575958,-0.454008907,0.935566485,0.78883034,0.864723146,-0.451189518,0.955401003,0.688286841,0.848886371,-0.397222847,0.914720774,0.7392205,0.663310885,0.014576947,0.995215774,0.688621223,0.672968447,-0.014461651,0.996602893,0.782305062,0.752249241,0.073209919,0.309746057,0.672878325,0.776130557,0.027035052,0.522548735,0.788306534,0.805728555,0.329590082,0.583623886,0.676279485,0.820845723,0.297509521,0.562301338,0.785287201,0.812815011,0.351421505,0.366655082,0.666014612,0.812348008,0.322245866,0.384296387,0.798282027,0.829864681,0.257834077,0.712724864,0.673464239,0.84232837,0.231811076,0.680843353
Up,0.695202351,0.78474766,-0.288104147,0.998838603,0.692385793,0.779925942,-0.308286369,0.999300718,0.693985522,0.778284907,-0.308261722,0.99912554,0.698735356,0.775042832,-0.308298022,0.999316931,0.687879026,0.781108916,-0.289711148,0.998840272,0.686700463,0.78028965,-0.289829522,0.998793364,0.68554467,0.77940172,-0.289928675,0.999362767,0.701545238,0.763013899,-0.332899153,0.998627663,0.687430084,0.767183363,-0.250330806,0.999175489,0.705853343,0.779431224,-0.290815681,0.999400735,0.700886369,0.781024814,-0.266868383,0.999421358,0.759942889,0.757157147,-0.311206162,0.999702036,0.700727046,0.753401935,-0.167991921,0.999784291,0.793081284,0.818363488,-0.336372226,0.999101162,0.699865878,0.786019444,-0.059202217,0.295157015,0.803316653,0.900110364,-0.355419308,0.99842453,0.696136594,0.820827365,-0.007629402,0.527801812,0.798260391,0.914949119,-0.396643937,0.993627787,0.68223846,0.823818266,-0.008752207,0.462596685,0.792405605,0.917864799,-0.387921482,0.993701935,0.688167632,0.824982524,-0.030812344,0.480986416,0.794156134,0.917736113,-0.354819447,0.984758854,0.696491361,0.824123681,-0.014415945,0.487804711,0.817156792,0.751898587,-0.04290558,0.999821961,0.789829254,0.757703245,0.042756855,0.999401212,0.835445344,0.797440946,0.111260526,0.864602804,0.789760232,0.824363053,0.167131975,0.568443,0.878698647,0.818356156,0.298641741,0.917452931,0.821554244,0.872279465,0.321287572,0.454686016,0.887715638,0.817477047,0.317706585,0.78475976,0.830019355,0.873814702,0.337601453,0.344802499,0.878585398,0.847423255,0.282576919,0.911101699,0.817318916,0.900472522,0.308304757,0.678437471
Up,0.704317451,0.789502084,-0.332993925,0.999777853,0.701456368,0.784196198,-0.350273043,0.9997738,0.703610063,0.782656014,-0.350200027,0.999795973,0.705991805,0.7809636,-0.350207418,0.999768198,0.695827365,0.784636796,-0.335395664,0.999539018,0.69395119,0.783288956,-0.335564315,0.999634385,0.6921826,0.781693578,-0.335686207,0.999814451,0.713799357,0.767117858,-0.361139596,0.99943465,0.694814563,0.76844734,-0.295885861,0.999734223,0.715281367,0.785872459,-0.330169022,0.999797165,0.709102631,0.786962211,-0.311198026,0.99984169,0.781133771,0.769277215,-0.325747013,0.999213576,0.686087668,0.747285664,-0.227531835,0.999904156,0.813446343,0.840681612,-0.322523654,0.997026384,0.662289977,0.812616944,-0.142572433,0.851961493,0.797778428,0.926748455,-0.351699173,0.992863834,0.640806675,0.882537484,-0.179472119,0.959738076,0.793566763,0.94429028,-0.402225882,0.977352858,0.623831332,0.893629849,-0.204838634,0.947255194,0.783085704,0.939655721,-0.403348774,0.978214622,0.636517167,0.892376363,-0.237186983,0.953372002,0.78426981,0.933895707,-0.357323647,0.956449687,0.643736303,0.889089882,-0.193297461,0.946387887,0.824002266,0.774081171,-0.049340181,0.996651351,0.785110414,0.75974685,0.048976421,0.990701675,0.848223209,0.816449702,0.137906149,0.488346994,0.813446224,0.809462249,0.229229257,0.052313041,0.876600385,0.824560344,0.358678102,0.722331226,0.856656015,0.815681159,0.459933013,0.100517496,0.883321464,0.817405343,0.381748497,0.704663992,0.865482271,0.810935855,0.48568514,0.150684908,0.877471626,0.856890261,0.369714111,0.563340366,0.858875215,0.839976907,0.476089984,0.170588076
Up,0.719037414,0.789760709,-0.322842419,0.999672532,0.718023717,0.783429742,-0.342042595,0.999655128,0.721068084,0.78129071,-0.341965854,0.999690294,0.723995745,0.779034972,-0.34198305,0.999657273,0.710330844,0.785728574,-0.327670425,0.999228239,0.708108604,0.785153687,-0.327843517,0.999358952,0.706193805,0.784326971,-0.327946812,0.999699235,0.730774581,0.764170527,-0.359402895,0.999022603,0.710328043,0.770121872,-0.295008242,0.999556959,0.73142755,0.785386264,-0.321677029,0.999711812,0.723057806,0.787796378,-0.302886516,0.999726355,0.783356369,0.7649737,-0.319578856,0.999308228,0.689746559,0.744334042,-0.23220636,0.999915123,0.805202484,0.839011312,-0.30907777,0.993784785,0.664306462,0.817659378,-0.149556801,0.898999929,0.799783349,0.927252769,-0.340278,0.986764908,0.64089936,0.88695848,-0.182570949,0.979462564,0.796529651,0.945062041,-0.390840381,0.96405977,0.620679319,0.898182571,-0.211112842,0.973268151,0.785485089,0.94097966,-0.393811882,0.965436816,0.630743027,0.896701813,-0.241542116,0.976639986,0.786547184,0.935671329,-0.346743315,0.939243078,0.639520228,0.89382869,-0.195587471,0.973505557,0.834944069,0.764510572,-0.048760686,0.994903684,0.785269618,0.759007752,0.048478086,0.988118827,0.845370889,0.826363862,0.111378483,0.471265346,0.815962195,0.810398579,0.210468292,0.057828259,0.874591172,0.821589172,0.327011079,0.659117043,0.859488368,0.812556326,0.4293966,0.092013478,0.883378863,0.814866841,0.35091719,0.647396207,0.867275774,0.80651629,0.454408616,0.13249585,0.876420915,0.848813593,0.361802995,0.53009975,0.866212964,0.837496102,0.458794266,0.167671606
Up,0.693471432,0.791676342,-0.388026714,0.999927163,0.691416562,0.782600343,-0.403594702,0.999944091,0.693856895,0.780704141,-0.403526455,0.999947667,0.696468949,0.77863884,-0.403618723,0.999946952,0.686148524,0.783968568,-0.386286497,0.999882936,0.684876919,0.783167779,-0.386496603,0.999897242,0.683727145,0.782323539,-0.386648089,0.999940872,0.708050311,0.765235364,-0.399376094,0.999896765,0.691925168,0.769342959,-0.325939357,0.999930501,0.706236303,0.790494382,-0.379662007,0.999885678,0.700165927,0.7927472,-0.358345032,0.999915123,0.794549048,0.774270177,-0.345546454,0.999146342,0.688808918,0.762664974,-0.259657145,0.999926805,0.831586957,0.847305655,-0.344643116,0.990972281,0.655700982,0.817498505,-0.173325673,0.660751522,0.808314145,0.924012125,-0.368542701,0.978555441,0.637963831,0.888531089,-0.211836413,0.861688316,0.800705075,0.936618507,-0.41179058,0.923966646,0.622717023,0.894114375,-0.241686359,0.820360541,0.786951482,0.932478487,-0.413992256,0.924990833,0.634049296,0.897924721,-0.267149121,0.849079013,0.788643539,0.928971589,-0.373298913,0.873922229,0.641832948,0.897024512,-0.224404499,0.840954423,0.838967025,0.804389656,-0.041834541,0.99815613,0.795636177,0.804548919,0.041370701,0.996683538,0.855419934,0.82636261,0.199737862,0.138235763,0.817964971,0.820280135,0.260364681,0.02920492,0.879425585,0.816526473,0.447254568,0.422122687,0.856518149,0.824214935,0.510831654,0.049357492,0.884679914,0.807464719,0.473121017,0.472141981,0.864177406,0.817899585,0.537874877,0.087156951,0.869444668,0.848604143,0.451412976,0.358154029,0.857633293,0.850718617,0.521591067,0.093684234
Up,0.888953984,0.807235777,-0.464030892,0.999961615,0.897494197,0.798337877,-0.450057089,0.999925733,0.898729265,0.79715091,-0.450118482,0.99988389,0.899934292,0.796135485,-0.450266927,0.999933243,0.892927527,0.797218621,-0.492574543,0.999978542,0.890982926,0.795092106,-0.492642075,0.999974251,0.889033496,0.793076873,-0.492736757,0.999983668,0.892608345,0.785636246,-0.343153179,0.999881625,0.879892468,0.781640112,-0.536385119,0.999961376,0.880819201,0.804964602,-0.414895475,0.999850273,0.875397682,0.801945388,-0.471684486,0.99993515,0.855429351,0.764211714,-0.196373984,0.999387383,0.799633145,0.775206208,-0.544807434,0.999952078,0.876993299,0.810865045,-0.00360853,0.293205202,0.748772681,0.826647818,-0.620320678,0.995301843,0.889324665,0.853301585,0.050014157,0.385722399,0.731405318,0.918581367,-0.671301246,0.975785553,0.896955967,0.867796779,0.051230531,0.37631315,0.728388906,0.935249746,-0.749674499,0.952298939,0.893020809,0.868509471,0.011249401,0.377354681,0.743279576,0.936468601,-0.74272716,0.945785999,0.887094319,0.866504669,0.033957846,0.401783586,0.743062437,0.932228923,-0.672700703,0.88389051,0.697267354,0.773639619,0.116520725,0.998428106,0.660547554,0.782989204,-0.116679944,0.999787152,0.658952057,0.807318747,0.520952404,0.067556858,0.585282028,0.836135268,0.14940922,0.964245617,0.61190474,0.825677991,0.955391586,0.076670893,0.492816448,0.869517505,0.43367666,0.976275921,0.598037064,0.822297692,1.000414729,0.163428247,0.475320011,0.863019884,0.459249586,0.961914837,0.618786454,0.862433255,0.983558595,0.294089049,0.481510311,0.903306365,0.371203274,0.959639072
Up,0.875437617,0.81178236,-0.583810627,0.999917507,0.883295178,0.803063929,-0.571889758,0.999821007,0.884617507,0.802055717,-0.571971595,0.999714792,0.886039138,0.801071048,-0.572142303,0.999862909,0.878234386,0.800594032,-0.614502609,0.999949217,0.875992477,0.797933757,-0.614584267,0.999932647,0.873820782,0.795412481,-0.614685476,0.999960423,0.881887734,0.788359523,-0.45975849,0.999618411,0.865371168,0.781962454,-0.65343982,0.999870777,0.869151413,0.810761631,-0.531476736,0.999652028,0.862766266,0.806567252,-0.588417232,0.999842286,0.857864022,0.769264877,-0.310725659,0.998776019,0.784160495,0.773043036,-0.643467724,0.99979943,0.877082527,0.838600576,-0.175832123,0.482477367,0.743818283,0.840316772,-0.72101438,0.990519762,0.888542056,0.867297053,-0.211099789,0.57829088,0.738093853,0.92601043,-0.796397686,0.950775325,0.901722491,0.877049804,-0.237717658,0.523763478,0.73666203,0.943774343,-0.886911452,0.913392544,0.895388007,0.878442228,-0.279909462,0.533180714,0.747902989,0.941114545,-0.888004482,0.905208588,0.887334168,0.882341087,-0.23201029,0.542355299,0.74840343,0.938027382,-0.802727103,0.815121114,0.702949703,0.790721059,0.110512368,0.997286916,0.657433569,0.782569945,-0.110678904,0.999481618,0.65505439,0.825345695,0.541555047,0.175942466,0.589565635,0.834165871,0.191685691,0.957948864,0.609371364,0.833500564,1.022398233,0.144646361,0.500570714,0.865147293,0.517279923,0.955301762,0.588521123,0.833283126,1.071760893,0.21707055,0.483844101,0.857393146,0.545852482,0.919376373,0.602341771,0.882001221,1.033700585,0.452953696,0.482326359,0.902864337,0.435396641,0.948147476
Up,0.678316772,0.686596453,-0.277302742,0.999625087,0.676365435,0.67858696,-0.292261422,0.99970299,0.677126527,0.67698735,-0.292224407,0.999662638,0.677826405,0.675358176,-0.292296499,0.999716699,0.675034881,0.67963475,-0.273606539,0.999542236,0.674916387,0.678671956,-0.273743689,0.99952817,0.674640954,0.677618682,-0.2738159,0.999742091,0.685045183,0.665174544,-0.313610584,0.999315858,0.680012524,0.668101668,-0.228968665,0.999537945,0.68706888,0.683964133,-0.281004936,0.999224544,0.685795426,0.685958207,-0.256522924,0.999302149,0.730111957,0.661909461,-0.318367064,0.994819701,0.684791744,0.674533844,-0.168898031,0.999576867,0.725784421,0.72046262,-0.340268463,0.981752396,0.675770879,0.737485766,-0.15140231,0.882068694,0.693774343,0.780576825,-0.323517084,0.931480944,0.670288861,0.799541891,-0.208606169,0.889701664,0.687137485,0.79626286,-0.36181131,0.877912283,0.65928179,0.809993267,-0.22970809,0.851846933,0.679612756,0.793719292,-0.357376337,0.88512814,0.66035068,0.811493576,-0.259391636,0.874257445,0.676772177,0.800367475,-0.32422322,0.844283104,0.665424228,0.808447897,-0.223909065,0.86992234,0.808936656,0.676832855,-0.051865999,0.998723209,0.779690802,0.68011272,0.051693112,0.999002159,0.772072136,0.722745478,-0.019059028,0.645826697,0.751288474,0.70543015,0.152964041,0.274445236,0.812317312,0.704802036,0.195334122,0.357093275,0.806301892,0.701900005,0.333851129,0.218311474,0.817865729,0.696141303,0.218124881,0.348651558,0.814795077,0.696557641,0.353476763,0.240542412,0.816139877,0.719890893,0.235677749,0.440656185,0.814017415,0.719767213,0.369772822,0.308832109
Up,0.667641997,0.684564471,-0.261869341,0.99920243,0.66697067,0.675902069,-0.27423352,0.999255121,0.668429017,0.674883306,-0.274194539,0.999211907,0.670038342,0.673805535,-0.274230093,0.999188483,0.665293992,0.676168442,-0.257691771,0.998881638,0.66542542,0.675335586,-0.257820785,0.998976827,0.665687621,0.674463928,-0.257914245,0.99935621,0.68065995,0.666478813,-0.28905654,0.99831593,0.67416966,0.667756915,-0.214458391,0.999067724,0.675250411,0.68523854,-0.263855726,0.997912109,0.673222721,0.686466336,-0.242444798,0.998400271,0.72769022,0.670424759,-0.2812576,0.993252456,0.682795465,0.677112162,-0.160952047,0.999549687,0.735957563,0.715762615,-0.273710817,0.954180479,0.673848152,0.735602379,-0.145315096,0.912200153,0.703856349,0.765900314,-0.249501482,0.921644986,0.669241965,0.79583931,-0.207557961,0.945903182,0.696915567,0.780208111,-0.282009602,0.867979705,0.658419013,0.806690872,-0.232464641,0.899028063,0.689881027,0.776283801,-0.277772874,0.879390776,0.661124349,0.80815953,-0.259195358,0.917688608,0.692654014,0.770588517,-0.249777719,0.832847476,0.666300237,0.80564791,-0.222184226,0.9129951,0.806459248,0.684748948,-0.044736397,0.997584462,0.782039344,0.682397544,0.044449836,0.997854531,0.783142388,0.705217898,0.11245089,0.474984497,0.770356655,0.692325294,0.236341372,0.100627318,0.817185342,0.692646205,0.329326481,0.378360093,0.804746747,0.693291545,0.45191291,0.103897236,0.820935309,0.684877932,0.351487398,0.367041916,0.809433043,0.688634217,0.474550456,0.174872637,0.825380266,0.708441854,0.343922645,0.48201248,0.814500928,0.711690307,0.475821346,0.207068324
Up,0.27014491,0.743392169,-0.38625291,0.999987602,0.278160095,0.743751168,-0.395437896,0.999976635,0.280545294,0.745671809,-0.395479351,0.99995172,0.282903373,0.747608781,-0.395593971,0.999973416,0.272486299,0.737131953,-0.399787217,0.999989271,0.270959169,0.734536648,-0.399877161,0.999974847,0.269423246,0.7319628,-0.399922192,0.999984145,0.291703314,0.745942712,-0.36398688,0.999955773,0.27295047,0.722060323,-0.383060247,0.999990344,0.274024814,0.743744195,-0.365331888,0.999991894,0.266948134,0.738058746,-0.371247083,0.999996901,0.304776162,0.753345132,-0.291604489,0.999992371,0.251525104,0.696576416,-0.309050709,0.999993563,0.310706675,0.804730475,-0.268175274,0.976362169,0.20309782,0.690288901,-0.261516541,0.954737484,0.312888622,0.854969919,-0.286425114,0.969569087,0.178136513,0.733825564,-0.243301988,0.889992297,0.320435196,0.867972016,-0.308488786,0.916515589,0.159462184,0.745031774,-0.258088022,0.765423596,0.314948142,0.86719048,-0.325939804,0.933384061,0.167011634,0.755395412,-0.272060931,0.778535426,0.308628291,0.860862613,-0.29490599,0.91640079,0.17315492,0.754956782,-0.248114496,0.787842572,0.237390786,0.755259037,0.009048736,0.999958634,0.205541447,0.724455535,-0.00890287,0.999988914,0.220736176,0.808766067,0.166874677,0.883758366,0.163410068,0.749862194,0.169654518,0.859667957,0.228715017,0.853635609,0.352375507,0.812907815,0.135930985,0.772349656,0.383948267,0.82211417,0.227445394,0.856458962,0.370972008,0.708593369,0.135087579,0.775485873,0.405326366,0.466938019,0.226739004,0.878034234,0.334515572,0.848171711,0.116703555,0.785748184,0.3619636,0.834567189
Up,0.687583566,0.853880346,-0.681692243,0.993807971,0.693888545,0.844286263,-0.676076233,0.992047548,0.697111785,0.842812836,-0.6762079,0.986071289,0.700729191,0.841543198,-0.676416397,0.994849384,0.682157159,0.842779279,-0.705171287,0.997694075,0.677474082,0.839818478,-0.70528847,0.99671787,0.677274168,0.845528722,-0.705407321,0.998196065,0.697472274,0.825840116,-0.570328176,0.97810626,0.658721268,0.817893088,-0.700946629,0.989454865,0.686748207,0.852503717,-0.631777406,0.986863494,0.67523545,0.84977597,-0.670438647,0.992072523,0.694601595,0.811769307,-0.404783964,0.99095273,0.598402679,0.805330575,-0.615617812,0.988009095,0.684339225,0.874749362,-0.257600874,0.247945935,0.560761988,0.901731074,-0.614672959,0.96358943,0.670048594,0.938533485,-0.300647885,0.350130051,0.554403603,0.990234435,-0.69277066,0.954184175,0.680168271,0.949859321,-0.333376676,0.323085636,0.549848974,1.005687594,-0.774488807,0.91904366,0.672760367,0.9526034,-0.373748064,0.354934484,0.565200627,1.012435079,-0.782483876,0.917136371,0.664686501,0.948236823,-0.318913877,0.322709113,0.568902314,0.999360204,-0.701847732,0.837272644,0.572989523,0.794068217,0.064588554,0.997259736,0.535485208,0.786564529,-0.064524181,0.997954845,0.531160653,0.8304286,0.411490887,0.043641131,0.505808175,0.825047195,0.300362498,0.364805579,0.493070781,0.841022372,0.864555299,0.043297239,0.474248469,0.830978036,0.711222231,0.480330437,0.485871464,0.843574226,0.912944257,0.077050313,0.467762858,0.824403107,0.751441598,0.432273775,0.479733884,0.86849916,0.865773499,0.121067412,0.468934089,0.866227925,0.673673034,0.496947378
Up,0.67334348,0.833343804,-0.60206902,0.999948263,0.676728308,0.822778046,-0.60945946,0.999961019,0.679916024,0.82074672,-0.609542549,0.999940991,0.683054924,0.818646729,-0.609770656,0.999974847,0.666565776,0.825957,-0.621386945,0.999969006,0.662633836,0.822487712,-0.621442378,0.999935389,0.659548581,0.824431241,-0.621438146,0.999970913,0.683914304,0.805004954,-0.533295751,0.999939203,0.651206434,0.816770256,-0.587027729,0.999943614,0.673871219,0.829230011,-0.561624289,0.999981403,0.663219512,0.833768666,-0.577831566,0.999983311,0.708662927,0.789167583,-0.382441819,0.999932408,0.60042876,0.81390506,-0.47103256,0.999940634,0.72324425,0.842637181,-0.318916947,0.879025042,0.567282021,0.884890437,-0.461690366,0.99664551,0.72181499,0.897438049,-0.389209956,0.893214226,0.572853565,0.958401203,-0.567066491,0.996611059,0.732979655,0.905952036,-0.431837529,0.886258781,0.563941777,0.978648126,-0.641925693,0.993532658,0.723075688,0.905644715,-0.465972483,0.883111119,0.581793129,0.977441669,-0.650325716,0.992521346,0.714902818,0.903899491,-0.405513227,0.829534769,0.588505626,0.970520675,-0.576865375,0.986297131,0.628457427,0.764354825,0.031755898,0.999909759,0.580153644,0.764510274,-0.031497329,0.999972701,0.645047367,0.84865886,0.225412607,0.576978326,0.521579862,0.816162705,0.196161345,0.949355423,0.606012642,0.85877192,0.557992935,0.75502646,0.474262059,0.843158662,0.543677986,0.990157902,0.599023223,0.8541587,0.59194833,0.748638332,0.462708414,0.844580173,0.578064263,0.971252501,0.602217019,0.886632979,0.543130994,0.509194016,0.463232458,0.867980778,0.50453794,0.933239102
Up,0.484968603,0.852573514,-0.510383189,0.999976873,0.489433557,0.848348618,-0.5260818,0.999980569,0.493679971,0.847802818,-0.525968671,0.999976039,0.498271942,0.847290576,-0.525934756,0.999980569,0.478624046,0.84644562,-0.52533859,0.999978542,0.475332409,0.84466207,-0.525373459,0.999969482,0.472017586,0.842922032,-0.525319934,0.999977827,0.507704198,0.83669728,-0.497342795,0.999920845,0.468316615,0.829534352,-0.495331943,0.999938965,0.494948626,0.846845269,-0.488945812,0.999943376,0.480494589,0.844306111,-0.48823908,0.999943018,0.559326231,0.812373817,-0.40743193,0.997568429,0.446662396,0.787292421,-0.397243917,0.997982383,0.581361115,0.88539505,-0.401150733,0.980519474,0.425141662,0.864712298,-0.426580101,0.881374419,0.568382919,0.973295689,-0.491344661,0.940342367,0.409772366,0.950437486,-0.575627744,0.899161935,0.573414743,0.992872655,-0.559492707,0.903277278,0.403395593,0.959981978,-0.647191703,0.878913343,0.554663599,0.98783195,-0.580920517,0.905679166,0.417507499,0.96229887,-0.66914016,0.87458843,0.547648847,0.981004238,-0.506380081,0.880504608,0.425120801,0.958903193,-0.591956079,0.850640118,0.549873948,0.726967871,0.003011929,0.990503073,0.489385754,0.710641205,-0.00313318,0.992500961,0.540729284,0.812586427,0.152220413,0.0431333,0.438855499,0.7921983,0.143213362,0.049597651,0.504549742,0.838455796,0.47243157,0.071712695,0.422307551,0.816252589,0.48690781,0.041269723,0.497636795,0.833591163,0.502608836,0.05560692,0.424575329,0.814544499,0.519909859,0.033864692,0.492979825,0.874165058,0.434031099,0.123315893,0.405857623,0.843789756,0.466598779,0.058959171
Up,0.508245587,0.853382409,-0.39615646,0.999964952,0.513010859,0.851827323,-0.422003508,0.999970317,0.516357183,0.851698577,-0.42192331,0.999957085,0.519594073,0.851793408,-0.42190966,0.999972582,0.502685666,0.849182665,-0.426619202,0.999977946,0.499763668,0.847620666,-0.426784217,0.999972701,0.495479167,0.845179677,-0.426886708,0.999982595,0.524182916,0.839192867,-0.44541344,0.999873757,0.489327341,0.831514299,-0.467916578,0.999960065,0.515198469,0.844004929,-0.392695487,0.999955654,0.50416559,0.8418957,-0.398726761,0.999954462,0.572387993,0.813058853,-0.376285791,0.998381615,0.458038807,0.783009708,-0.432071358,0.999684215,0.586721003,0.887999356,-0.38172242,0.962855041,0.418234169,0.855264544,-0.459444612,0.988145351,0.578370929,0.985504806,-0.48398599,0.974728823,0.397216171,0.935249329,-0.5983302,0.990663409,0.584067345,1.003669262,-0.559310436,0.959628642,0.39064461,0.96169585,-0.682349384,0.982811391,0.569280148,1.004669905,-0.583995223,0.960815489,0.397626579,0.952373445,-0.702480853,0.982113004,0.565240562,0.994368434,-0.503018439,0.950416744,0.404961586,0.94946295,-0.614602029,0.976454377,0.582880974,0.706703663,0.016282881,0.999728143,0.522726953,0.695887566,-0.016572712,0.999439299,0.63261956,0.762453735,0.190254793,0.522887647,0.498280913,0.784496963,0.163408056,0.305053055,0.686451077,0.746129632,0.527458191,0.561117649,0.527264297,0.78911978,0.572810471,0.117358461,0.689739108,0.74051255,0.560266435,0.498532683,0.536756217,0.78685981,0.613588333,0.134189487,0.706897736,0.753849089,0.515857279,0.652293026,0.529326499,0.803356469,0.616080165,0.22940807
